,min_dr,max_dr,mean_dr,median_dr,std_dr,min_xr,max_xr,mean_xr,median_xr,std_xr,min_yr,max_yr,mean_yr,median_yr,std_yr,E,A,C,N,O
72,0.846605499,-0.136896504,-0.339226182,-0.256035631,-0.143861567,0.701866766,-0.119669172,0.386683365,0.462595185,-0.655811662,-0.779303105,-1.504077436,-1.745878063,-1.677598325,-0.914717723,0.401869159,0.505494505,0.533980583,0.395833333,0.455555556
73,0.087097115,0.096355378,0.570186019,1.075845062,0.033933913,-0.291894621,-0.372135691,-0.509610928,-0.468985175,-0.573527715,0.787959203,0.156662693,0.631698118,0.585306469,-0.32387231,0.700934579,0.78021978,0.766990291,0.708333333,0.844444444
74,-0.263960673,-0.08251627,-0.574139892,-0.92023627,-0.087475106,0.000689957,-0.71899656,-0.781136122,-0.822931018,-1.0809192,0.418964961,1.424256277,1.007196782,1.019282422,1.142559419,0.598130841,0.538461538,0.621359223,0.604166667,0.644444444
75,-0.014133158,-0.021932911,0.330313995,0.535517277,-0.03137963,0.618733924,-0.381897096,0.346845898,0.398786681,-1.060178854,0.088499546,-0.289463438,-0.27284633,-0.325045899,-0.274301944,0.299065421,0.472527473,0.291262136,0.3125,0.477777778
76,-1.207003275,-0.069961264,-0.622354456,-1.04634387,-0.04937416,0.81726242,-0.502331889,-0.090448613,-0.132991711,-1.290531757,0.923484533,0.925323346,2.096768027,2.189356419,-0.043079122,0.121495327,0.230769231,0.155339806,0.09375,0.188888889
77,0.68276489,-0.051332054,0.080420777,-0.131568731,-0.128737162,1.15540068,2.370421869,2.246789121,2.301042059,1.602190565,0.386262094,0.018466523,0.135409373,0.10423695,-0.459126995,0.747663551,0.934065934,0.776699029,0.802083333,0.844444444
78,-0.985974469,-0.034944102,-0.169433485,-0.124723052,0.070543259,0.224978012,0.444067002,0.57092987,0.948261839,1.24380088,-1.395104264,-1.913943117,-1.168141996,-1.018194937,-0.787207345,0.654205607,0.56043956,0.524271845,0.5625,0.788888889
79,0.533963039,0.006717494,-0.23706441,-0.437700729,-0.065187754,0.689398076,-0.37461516,0.070219607,-0.049417031,-0.919977977,1.461718624,0.169490022,1.174718089,1.148470761,-1.274042779,0.392523364,0.571428571,0.504854369,0.458333333,0.555555556
80,-0.591232672,-0.012962924,1.069064513,2.006404867,-0.080265963,-0.194951639,0.787220703,0.678383259,0.704863014,0.001951261,-0.01334714,-0.857239388,0.044266944,0.13380147,-0.999525967,0.345794393,0.384615385,0.368932039,0.40625,0.477777778
81,-1.707527894,0.080718644,0.117488189,0.451106088,0.297426964,-1.243811406,1.849251919,-0.93980138,-1.422817801,2.325077577,-2.710824267,0.104053363,-0.202411209,-0.208173401,1.983368848,0.644859813,0.637362637,0.650485437,0.604166667,0.633333333
82,-0.179559486,-0.0599004,-0.490571969,-0.636791194,-0.017766543,1.466153567,0.812183901,1.30355302,1.322639149,-0.655747371,-1.031405045,-1.726437014,-1.492883906,-1.396975116,-0.265934742,0.186915888,0.494505495,0.45631068,0.302083333,0.577777778
83,-0.591232672,-0.047754473,-0.419074516,-0.92023627,-0.029690219,-2.201007448,-2.392228931,-2.626360825,-2.445305059,-0.010907003,0.394879062,0.995268906,0.443790315,0.419207175,0.441707907,0.457943925,0.571428571,0.54368932,0.510416667,0.577777778
84,1.903461824,0.002574639,0.82456769,1.468000661,-0.083145777,0.297261796,-0.318893306,-0.054957039,-0.125855579,-0.647515737,0.311923698,-0.887189022,-0.440816994,-0.441442992,-1.181440689,0.551401869,0.67032967,0.475728155,0.78125,0.544444444
85,-0.591232672,0.123567809,2.211578299,3.859971599,0.107815631,0.493082664,-0.479751869,0.003410174,0.035736842,-0.849086637,-0.045820413,-0.097547169,-0.662834453,-0.71615411,-0.83036907,0.495327103,0.67032967,0.611650485,0.520833333,0.655555556
86,0.533963039,-0.102060329,-0.416382811,-0.803067657,-0.155458119,1.272997055,1.067147944,0.665124594,0.49441365,-0.273408238,1.385988312,0.114856624,1.158915493,1.201037584,-1.345871089,0.570093458,0.648351648,0.553398058,0.677083333,0.722222222
87,-0.704534872,0.006717494,0.178961374,0.424911463,0.021377748,-0.531154996,0.069053327,-0.201344776,-0.124654552,-0.019870636,0.341225697,0.065513779,-0.15320616,-0.233739641,-0.515410122,0.570093458,0.483516484,0.737864078,0.489583333,0.511111111
88,0.127149315,-0.088176436,-0.454212594,-0.83228909,-0.105209327,2.63673297,2.753066531,3.317240764,3.171503095,0.466166834,0.336332464,0.672265393,0.755551539,0.602071616,0.207871427,0.53271028,0.747252747,0.766990291,0.677083333,0.711111111
89,-0.242783648,-0.053127043,-0.518258224,-0.92023627,-0.088866679,-1.949074385,-1.276618315,-1.541705803,-1.02708812,1.488617204,-0.907574684,-0.203481659,-0.520752344,-0.464416851,0.845887258,0.439252336,0.461538462,0.524271845,0.604166667,0.577777778
90,0.458308884,-0.088176436,-0.153411741,-0.402453966,-0.094545948,1.149923605,0.463511576,1.228621814,1.164464228,-0.93949464,-0.553238616,-0.41795066,-0.826156483,-0.913317279,-0.217258682,0.598130841,0.637362637,0.689320388,0.6875,0.744444444
91,0.533963039,7.55387E-05,0.25148637,0.339425333,0.016393105,0.201060629,0.261543175,0.196539529,-0.004282222,0.628208309,-0.829132287,0.137121379,-0.738476159,-0.868137524,1.439310343,0.299065421,0.252747253,0.32038835,0.40625,0.533333333
92,0.900366497,0.037485193,0.483078249,0.626378114,0.049698482,1.324219447,1.210162755,1.858296134,2.129694356,0.501333603,-1.360586165,-0.912325323,-0.935680725,-0.897515133,0.400161242,0.439252336,0.593406593,0.427184466,0.604166667,0.555555556
93,-0.591232672,-0.012962924,0.096798249,0.226754501,-0.050411339,-1.248287029,-1.587893988,-1.225387767,-0.981687194,-0.483910495,0.14641476,-0.540678337,-0.287511979,-0.510518975,-0.019336387,0.457943925,0.483516484,0.495145631,0.53125,0.566666667
94,0.810492021,-0.053127043,0.001956055,-0.138414411,-0.067390885,0.376116832,0.595188233,0.626128704,0.594284482,0.240219566,-0.515864936,-0.42820265,-0.400143168,-0.187129606,0.286161643,0.700934579,0.758241758,0.611650485,0.71875,0.688888889
95,-0.985974469,-0.115760756,-0.549861581,-0.803067657,-0.088610726,0.92038102,1.006154209,1.69711697,2.127610942,0.723422691,-0.007844047,-0.982550632,-0.755708062,-0.840043916,-0.868368211,0.429906542,0.758241758,0.553398058,0.541666667,0.522222222
96,-0.985974469,-0.027974884,-0.857879156,-1.651903626,0.033133598,-1.066375211,-0.733181289,-0.754582927,-0.521301636,0.532302535,-0.757505977,-0.851422248,-1.32847931,-1.34518032,-0.174574868,0.411214953,0.417582418,0.427184466,0.4375,0.6
97,-0.014133158,-0.047754473,0.327127142,0.652120131,-0.136160289,-0.684166901,-1.2783395,-0.938673666,-0.883759715,-0.842419102,0.539789068,0.484545364,0.130115156,0.122875275,-0.76703826,0.588785047,0.681318681,0.631067961,0.645833333,0.711111111
98,1.129016987,-0.035382932,0.648840735,1.113156844,-0.101899637,0.44377663,-0.650805143,-0.00982253,0.018827921,-1.28596619,-0.311719548,-1.72265217,-1.087880614,-0.986013656,-1.169620127,0.504672897,0.626373626,0.54368932,0.65625,0.544444444
99,-0.591232672,-0.021932911,-0.689209,-1.495443076,-0.020939506,0.824556944,0.184348638,0.611032959,0.632913436,-0.440066281,0.050960845,1.806517281,1.832075595,2.318898266,2.509762388,0.523364486,0.450549451,0.514563107,0.53125,0.511111111
100,0.458308884,0.006717494,0.119274003,0.045428858,-0.035354415,0.485157597,-0.491354822,-0.117520179,-0.136647315,-1.083041601,0.36323807,1.244188215,0.412419567,-0.027868834,1.247974711,0.504672897,0.582417582,0.72815534,0.572916667,0.577777778
101,-0.179559486,0.019825377,0.550012755,0.798566754,-0.016437845,0.662692701,-0.077229328,0.050118899,-0.147908258,-0.323882869,-0.779116559,-1.33324933,-0.505360719,-0.230257399,-0.381595276,0.355140187,0.406593407,0.475728155,0.385416667,0.488888889
102,-1.308284701,-0.046418148,-1.37545333,-2.178540053,-0.087324325,-0.122148584,-1.3350062,-0.678386208,-0.647735126,-1.291524739,0.57252781,0.270668773,0.038786771,-0.069879221,-0.339137861,0.588785047,0.417582418,0.72815534,0.645833333,0.7
103,-1.59780635,0.018605577,0.221962702,0.173177158,0.111612487,0.098578755,0.282967714,0.582854194,0.457693034,0.091558585,-0.560162326,-0.670292784,-0.982185758,-0.95089055,0.02555166,0.663551402,0.56043956,0.601941748,0.739583333,0.7
104,0.810492021,-0.069961264,0.315451013,0.849739623,-0.089452105,0.224792558,0.032330706,-0.596326043,-0.616823559,-1.172307037,-0.496614872,0.068393551,-0.570084001,-0.456952582,-0.329871587,0.672897196,0.747252747,0.669902913,0.6875,0.777777778
105,0.087097115,-0.012962924,-0.423795678,-0.586664978,-0.043077616,0.464547477,-0.803045746,-0.155578218,-0.147813716,-1.365247031,-1.325802597,-1.908125976,-2.194726357,-2.221262874,-0.108296134,0.607476636,0.571428571,0.67961165,0.583333333,0.633333333
